Facility Name,Region,DataSource,IndividualId,Company/First Name,CAM,Care Team,Care Team Clinical Mgr,Telmediq ID,Facility Type,Status,Client Status,Facility NPI #,AddressLine1,City,State,StateCode,PostalCode,County,Work Phone,fax,Fax to Send Notes,Fax to Send Sched,Email,Email to Send Schedule,Lab,Lab Sched Day,Xray/Imaging,Home Health,Hospice,Total Patients,BHI Volume,CCM Volume,Telehealth Volume,Primary Care Volume,Primary Care ALF Volume,Primary Care SNF Volume,Primary Care IL Volume,Psychiatry Volume,Psychotherapy Volume,Ortho Volume,Mental Health Volume,Dermatology Volume,Podiatry Volume,Specialty Volume,Pain Volume,Wound Care Volume,MCO,APCM Volume,VBLTC Volume,Competitor,Licensed Bed #,Current Census #,Eventus EMR,Facility EMR MA Access,PC Provider 1,PC Provider 1 NPI,PC Sched Days 1,PC Provider 2,PC Provider 2 NPI,PC Sched Days 2,PC Provider 3,PC Sched Days 3,Medical Director,PC Sched Days 4,PC Provider - 4,PC Provider 1 / CTA,PC Provider 1 CTA,PC Provider 1 MA,PC Provider 2 MA,PC Start Date,PC Frequency,Medical Director Name,Psychiatry Provider 1,Psychiatry Provider 1 NPI,Psychiatry Sched Days 1,Psychiatry Provider 2,Psychiatry Provider 2 NPI,Psychiatry Sched Days 2,Psychiatry Provider 1 MA,Psychiatry Provider 2 MA,Psychiatry Provider 1 / CTA,Psychiatry Provider 1 CTA,Psychiatry Provider 2 CTA,Psychiatry Start Date,Psychiatry Frequency,Psychotherapy Provider 1,Psychotherapy Provider 1 NPI,Psychotherapy Sched Day 1,Psychotherapy Provider 2,Psychotherapy Sched Day 2,Psychotherapy Prov 1 MA,Psychotherapy Prov 2 MA,Psychotherapy Provider 2 NPI,Psychotherapy Provider 1 CTA,Psychotherapy Start Date,Psychotherapy Frequency,Podiatry Provider 1,Podiatry Provider 1 NPI,Podiatry Provider 2,Podiatry Provider 1 MA,Podiatry Sched Day 1,Podiatry Sched Day 2,Podiatry Start Date,Podiatry Frequency,Pain Provider 1,Pain Provider 1 MA,Pain Sched Day 1,Pain Provider 2,Pain Provider 2 MA,Pain Sched Day 2,Pain Start Date,Pain Frequency,Pain Freq Other,Pain Status,Wound Care Provider 1,Wound Care Provider 1 NPI,Wound Care Provider 1 MA,Wound Care Sched Day 1,Wound Care Provider 2,Wound Care Provider 2 MA,Wound Care Sched Day 2,Wound Care Start Date,Wound Care Frequency,Wound Care Freq Other,Wound Care Status,Specialty Provider 1,Specialty Provider 1 MA,Specialty Sched Day 1,Specialty Provider 2,Specialty Provider 2 MA,Specialty Sched Day 2,Specialty Start Date,Specialty Frequency,Specialty Freq Other,Specialty Status,Title/Position,Title,Parent Company,Legacy EMR,Mobile Phone,Alternate Phone,Contact 1,Contact 1 Email,Contact 1 Title/Position,Contact 1 Mobile Phone,Contact 1 Work Phone,Contact 1 Alternate Phone,Contact 2,Contact 2 Email,Contact 2 Title/Position,Contact 2 Mobile Phone,Contact 2 Work Phone,Contact 2 Alternate Phone,Contact 3,Contact 3 Email,Contact 3 Title Position,Contact 3 Mobile Phone,Contact 3 Work Phone,Contact 3 Alternate Phone,Contact 4,Contact 4 Email,Contact 4 Title/Position,Contact 4 Mobile Phone,Contact 4 Work Phone,Contact 4 Alternate Phone,Contact 5,Contact 5 Email,Contact 5 Title/Position,Contact 5 Mobile Phone,Contact 5 Work Phone,Contact 5 Alternate Phone,Contact 6,Contact 6 Email,Contact 6 Title/Position,Contact 6 Mobile Phone,Contact 6 Work Phone,Contact 6 Alternate Phone,Source System ID,AdvMD ID,AdvMD Name,Auto Sending of Sched,Attending MDDO,Attending MDDO NPI,Medical Director NPI,Back Up Lab,LTC ACO,ACO Reach,RMAL,Pharmacy,ACO Physician,ACO Physician NPI,EOD Report,BHI Coordinator,BHI Coordinator ID,Last Field Visit,Palliative Care NPI,Palliative Care Provider,Palliative Care Volume,SNP Volume,VA Patient Volume,Psychiatry Attending,Psychiatry Attending NPI,ISNP Provider,ISNP Provider NPI,Created,CMSCCN,,
Crittenden County Health and Rehab Center,,CP,6808024,,Tiffany Johnson-Burnette,Southwest Kentucky,Shaye Tomblinson,NULL,SNF,Established,Green,1598866063,201 Watson St,Marion,,Kentucky,42064,"Crittenden County, KY",270-965-2218,NULL,NULL,NULL,,cccc-adon@atriumlivingcenters.com; cccc-unitmgr1@atriumlivingcenters.com,facility orders,NULL,facility orders,NULL,NULL,52,42,41,48,23,0,23,0,49,36,0,0,0,0,0,0,0,NULL,17,0,NULL,NULL,NULL,1448,Matrix - Orion,Lauren Johnson,1144992884,"Tu, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,11/21/2023,,XXX,Kaitlin Overfield,1508468133,Th Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,TBD,1,Tu Q1W,NULL,NULL,,,NULL,,12/12/2023,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,SIGNATURE HEALTH,NULL,,,Myranda Durden,cccc-social@atriumlivingcenters.com,Social Worker,NULL,NULL,NULL,Rebecca Dunn,NULL,Director Sales/Marketing,NULL,NULL,H: 2709694191,Kristina Findley,cccc-adon@atriumlivingcenters.com,ADON,NULL,NULL,NULL,Jennifer Myers,74-admin@atriumlivingcenters.com,Administrator,NULL,2709652218,W: 2709652218,Unit Manager,cccc-unitmgr1@atriumlivingcenters.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1448,3213,CRITTENDEN COUNTY HEALTH AND REHAB CENTER,NULL,XXX,0,0,NULL,0,0,Kayla D. Saylor,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1902648363,Alicia Mathew,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,185269,,
Brookdale Salisbury,,NULL,6797660,,Bambi Anderson,Carolinas Central,Jennifer Shirley,NULL,AL,Established,Green,1982760856,2201 Statesville Boulevard,Salisbury,,North Carolina,28147,"Rowan County, NC",7046360588,NULL,e000839624@brookdale.com; niccon@brookdale.com ,NULL,,e000869300@brookdale.com ; e000847969@brookdale.com ; e000786135@brookdale.com,MAKO,Thursday,Trident Care,Suncrest & Bayada,NULL,37,25,32,35,32,32,0,0,22,24,0,0,0,2,0,8,0,NULL,17,0,NULL,NULL,NULL,1531,PointClickCare,Lori McClellan,1124738331,Tu Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Zachary Harper,1134911985,Th Q2W,NULL,NULL,NULL,,,,,,2/15/2024,NULL,Kevin Edouard,1265956197,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,BROOKDALE SENIOR LIVING,NULL,,,Shameeka Crisp,NULL,RCC,NULL,NULL,NULL,Melissa Castle,melcas@brookdale.com,Executive Director,704-880-9234, 704-636-0588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tania Knox,Tknox1@brookdale.com,Business Office Coordinator,980-892-5863,704-636-0588,704-639-1146 Fax,Heather Powers,hclawson@brookdale.com,Resident Programs Coordinator,980-892-5861,704-636-0588,NULL,Nicki Condon,niccon@brookdale.com,HWD,NULL,NULL,NULL,1531,3388,BROOKDALE SALISBURY,NULL,Javier Cruz,1952095267,0,NULL,15,0,Brittany Morgan,Southern Pharmacy in Kernesville,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,8/18/2023 15:45,NULL,,
Village Care of King - SNF,,NULL,NULL,,Bambi Anderson,Triad,Nicole Garner,NULL,SNFMD,Established,Green,villageCareOfKingSnf,440 INGRAM DR,KING,,North Carolina,27021,"Forsyth County, NC",(336)983-4900,336-983-4710,336-983-4710,336-983-4710,,3369834710@rcfax.com,NULL,NULL,NULL,NULL,NULL,108,51,53,71,106,0,106,0,55,43,0,0,0,0,0,30,0,NULL,71,0,NULL,NULL,NULL,1693,NULL,Sarah Montgomery,1043871700,"Tu, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Michael Piazza,Susan F. Elium,1750156345,M Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,Kathleen Craver,1396059747,NULL,NULL,NULL,,,NULL,,11/24/2024,,NULL,NULL,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,SABER HEALTHCARE GROUP,NULL,,,Susie Mai, susie.mai@saberhealth.com,DON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1693,NULL,NULL,NULL,Michael Piazza,1598729345,1598729345,NULL,10,0,Frances Long,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,6/18/2024 7:31,345381,,
Pennyrile Personal Care Home,,NULL,NULL,,Tiffany Johnson-Burnette,Southwest Kentucky,Shaye Tomblinson,NULL,AL,Established,Green,1518138502,502 Noel Ave,Hopkinsville,,Kentucky,42240,NULL,2708869915,2708869915,NULL,NULL,,betty@pennyrilemanorpch.com,Mako,Tuesday,NULL,NULL,NULL,84,64,64,81,84,84,0,0,80,64,0,0,0,0,0,9,0,NULL,79,42,NULL,74,74,1957,Paper,Lauren Johnson,1144992884,W Q1W,Christy Whitenight,1174383723,M Q2W,NULL,NULL,,NULL,NULL,,,,,10/29/2024,,XXX,Rhonda Oldham,1396545968,Th Q1W,NULL,NULL,NULL,,,,,,10/24/2024,NULL,Steven Duff,1386128676,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,ELDERCARE PARTNERS,NULL,,,Brooke Oliver,brooke@pennyrilemanorpch.com,Administrator,2703057900,NULL,NULL,Toni,toni@eldercarepartners.net,Regional Director,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1957,NULL,NULL,NULL,TBD,1,0,NULL,0,0,Kayla D. Saylor,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1902648363,Alicia Mathew,19,0,0,TBD,1,NULL,NULL,9/26/2024 6:01,NULL,,
HARMONY ROANOKE - MEMORY CARE,,NULL,NULL,,Melissa Been,Southern Virginia,Challen Mabry,NULL,MC,Established,Green,harmonyRoanokeMc,"4402 PHEASANT RIDGE RD, Memory Care",ROANOKE,,Virginia,24014,Roanoke,(540)685-0523,NULL,NULL,NULL,,jaimiecox@harmonyatroanoke.com,NULL,NULL,NULL,NULL,Good Samaritan Gentiva,33,15,16,24,24,24,0,0,20,0,0,0,0,0,0,2,0,NULL,11,0,NULL,NULL,NULL,1750,NULL,Vincenzina Drosky,1922483734,"Tu, F QWk",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,TBD,1,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,HARMONY SENOR SERVICES,NULL,,,Jaimie Cox,jaimiecox@harmonyatroanoke.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1750,NULL,NULL,NULL,XXX,0,0,NULL,13,0,Jessica Johnson,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,6/7/2024 11:34,NULL,,
"Bridgewater Home, Inc. - SNF",,NULL,NULL,,Melissa Been,Northern Virginia,Rachel Wilson,NULL,SNFMD,Established,Green,1356346274,302 N 2ND ST.,BRIDGEWATER,,Virginia,22812,Rockingham,540-515-3878,540-828-7071,540-828-7071,540-828-7071,,Cmorris@brcliving.org ; jritchie@brcliving.org,NULL,NULL,NULL,NULL,NULL,120,51,63,104,119,0,119,0,0,1,0,0,0,0,0,1,0,NULL,108,0,NULL,NULL,NULL,1712,PCC - integrated,Emily Johnson,1659942043,"M, Tu, W, Th, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Patrick E. Baroco,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,NULL,NULL,M Q1W,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,NULL,,,Jeff Lambert,jlambert@brcliving.org,Director,NULL,NULL,NULL,Cindy Morris,cmorris@brcliving.org,DON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1712,NULL,NULL,NULL,Patrick E. Baroco,1558341248,1558341248,NULL,85,0,Frances Morgan,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1154994622,Ashley Singleton,51,0,0,XXX,0,XXX,0,6/7/2024 11:34,495370,,
The Waters of Columbia City (Miller's),,CP,6797937,,Tammy Taschwer,Northeast Indiana,Kara Younce,NULL,SNFMD,Established,Green,1891716932,640 W ELLSWORTH,COLUMBIA CITY,,Indiana,46725,"Whitley County, IN",(260) 248-8101,(260)248-2644,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,40,19,22,33,40,0,40,0,24,36,0,0,0,0,0,3,14,NULL,37,0,NULL,84,39,169,PCC - integrated,Ruth Poppele,1851375364,"Tu, Th Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,5/28/2024,,Paul Kaplanis,Lisa Omo-Griffith,1629399696,Th Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,TBD,1,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,Johnell Treesh-Valentine,1417256702,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INFINITY HEALTHCARE CONSULTING ,NULL,,,Ann ,don@watersofcolumbiacity.com,DON,NULL,NULL,NULL,Brooke Hill,social@watersofcolumbiacity.com,Social services,NULL,NULL,NULL,Laurie Barnes,admin@watersofcolumbiacity.com,ED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169,72,THE WATERS OF COLUMBIA CITY,NULL,Paul Kaplanis,1497860167,1497860167,NULL,6,0,Russellina Charnley,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1144769936,Rhonda Hoch,3,0,0,TBD,1,XXX,0,7/17/2023 15:00,155150,,
Otterbein Union Township,,NULL,NULL,,Melanie Plake,Southern Ohio,Christine Gambrell,NULL,SNF,Established,Green,1598131476,1114 NEIGHBORHOOD DRIVE,,Batavia,,Ohio,45103,NULL,(513) 688-7250,513-933-2472,NULL,NULL,,brian.hill@otterbein.org ; Megan.Schulkers@otterbein.org,NULL,NULL,NULL,NULL,NULL,41,23,20,37,0,0,0,0,36,21,0,0,0,0,0,0,0,NULL,3,0,NULL,60,58,1875,PCC - integrated,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Chendra Dikko,1669134847,M Q1W,NULL,NULL,NULL,,,,,,6/28/2024,NULL,Amanda Perzel,1467706085,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,OTTERBEIN SENIOR LIFE,NULL,,,Brian Hill,brian.hill@otterbein.org,,Administrator,NULL,NULL,NULL,Megan Schulkers,Megan.Schulkers@otterbein.org,Social Services,NULL,NULL,NULL,Melissa McCoy,melissa.mccoy@otterbein.org,DON,NULL,NULL,NULL,Jen Ross,Jenn.ross@otterbein.org,ADON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1875,NULL,NULL,NULL,XXX,NULL,0,NULL,0,0,Catherine Hamilton,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,5/2/2024 7:10,366439
Pine Valley Adult Care Home,,CP,6797797,,Grayson Rhodes,Carolinas Southeast,Valerie Blouin-Hunter,NULL,AL,Established,Green,1982739488,3522 Camden Rd,Fayetteville,,North Carolina,28306,"Cumberland County, NC",9104258954,(910) 425-4932,NULL,704-540-7883,,k.jones@capitalseniorliving.net AND jmulrain@capitalseniorliving.net,Mako,4-Wednesday,MMDS,Amedisys,Amedisys,15,10,10,15,15,15,0,0,0,0,0,0,0,0,0,3,0,NULL,5,0,NULL,NULL,NULL,1185,NULL,Becky Born,1942966924,Th Q2W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,FOREST HILL FAMILY CARE,ECW,,,Rita Robinson,pvcare07@gmail.com,Executive Director,9105279898,NULL,M: 9105279898,Shayla Robinson,pvcare07@gmail.com,Resident Care Coordinator (RCC),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1185,2947,PINE VALLEY ADULT CARE HOME,NULL,Rhonda Lowry,1215936026,0,NULL,5,0,Jaleecia Morton,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,XXX,0,NULL,NULL,7/17/2023 15:00,NULL,,
Brookdale Lawndale Park Clairbridge,,NULL,NULL,,Bambi Anderson,Carolinas Central,Jennifer Shirley,NULL,MC,Established,Green,brookdaleLawndaleParkClairbridge,4402 Lawndale Dr,Greensboro,,North Carolina,27455,Guilford,336-637-6338,336-286-3640,336-286-3640,336-286-3640,,cfain@brookdale.com; E000830479@brookdale.com; Tsmith66@Brookdale.com,Mako,Friday,Trident Care,NULL,NULL,17,14,17,14,17,17,0,0,11,10,0,0,0,0,0,3,0,NULL,1,0,NULL,22,18,1657,PAPER,Heather Hunt,1164287223,M Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Lisa Williams-Corbin,1497722177,Th Q1M,NULL,NULL,NULL,,,,,,NULL,NULL,TBD,1,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Brookdale Senior Living,NULL,,,Dayonna Young,dyoung54@brookdale.com,NULL,NULL,NULL,NULL,Thelma Smith,Tsmith66@brookdale.com,Executive Manager,NULL,NULL,NULL,Charisse Fain,cfain@brookdale.com,Nurse Manager,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1657,NULL,NULL,NULL,Javier Cruz,1952095267,0,NULL,9,0,Brittany Morgan,NULL,NULL,NULL,NULL,Sarah Boyd,NULL,00:00.0,1124883426,Donisia Germany,3,0,0,Hans Stelmach,1356535991,NULL,NULL,2/15/2024 8:53,NULL,,
Trinity Ridge,,NULL,NULL,,Bambi Anderson,Carolinas West,Lindsey Schulten,NULL,SNFMD,Established,Green,1124202759,2140 Medical Park Drive ,Hickory,,North Carolina,28602,NULL,(828) 322-6995,(828) 294-6003,Interface Being Created ,EMAIL Schedules ,,mphillips@trinityridge.net ; kprice@trinityridge.net ; meller@trinityridge.net ; mking@trinityridge.net ; cnetko-riley@trinityridge.net,Quest ,?,National Mobile ,?,Carolina Caring ,114,16,27,111,114,0,114,0,46,46,0,0,0,0,0,11,0,NULL,111,0,NULL,120,115,2166,PCC,Sharena Gamble,1932825577,"M, T, W, Th, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Stacey Holmes,1801664271,F Q2W,NULL,NULL,NULL,,,,,,1/9/2026,NULL,TBD,1,TBD,NULL,NULL,,,NULL,,NULL,,XXX,0,,,xxx,,,,NULL,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,xxx,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Lutheran Services Carolinas ,Point Click Care ,,,Kim Price ,kprice@trinityridge.net ,DON,NULL,NULL,NULL,Mariah Phillips ,mphillips@trinityridge.net,Administrator ,NULL,NULL,NULL,Morgan Teller ,mTeller@trinityridge.net,Nurse Supervisor ,NULL,NULL,NULL,Miranda King ,mking@trinityridge.net,Nurse Supervisor ,NULL,NULL,NULL,Cecilia Netko-Riley,cnetko-riley@trinityridge.net,Social Worker ,NULL,NULL,NULL,Cathy Dula,Cdula@trinityridge.net,ADON,Jaimie Pope- Medical Records jpope@trinityridge.net,NULL,NULL,2166,NULL,NULL,NULL,XXX,0,0,NULL,28,0,Elizabeth Giebel,Leading Care Pharmacy ,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,NULL,NULL,NULL,NULL,11/17/2025 11:33,345106,,
CCRC I-Dover Apartments,,NULL,NULL,,Melanie Plake,Northern Ohio,Amber Grassman,NULL,AL,Established,Green,1780273748,860 Iron Avenue,Dover,,Ohio,44622,NULL,330-343-5568,330-343-0514,0,0,,socialservice@ccrc1.com; wellnessdirector@ccrc1.com; unitmanager@ccrc1.com; adon@ccrc1.com,NULL,NULL,NULL,NULL,NULL,54,23,23,41,42,42,0,0,37,43,0,0,0,0,0,5,0,NULL,29,10,NULL,NULL,NULL,1651,PCC - Int,Lisa Manse,1679156079,"M, W, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,4/9/2024,,XXX,Alexandra Perris,1811864838,Th Q2W,NULL,NULL,NULL,,,,,,8/5/2024,NULL,Patty Davis,1235652686,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Holland Management Company,NULL,,,Tom,administrator@ccrc1.com,Administrator,NULL,NULL,NULL,Laura Sanor,wellnessdirector@ccrc1.com,Wellness Director,NULL,NULL,NULL,Tracy Turk,adon@ccrc1.com,ADON,NULL,NULL,NULL,Unit Manager,unitmanager@ccrc1.com,NULL,NULL,NULL,NULL,Casey Hanlin,NULL,DON,NULL,NULL,NULL,Brittany Engstrom,socialservice@ccrc1.com,SS,NULL,NULL,NULL,1651,NULL,NULL,NULL,Megan Hershberger,1396240065,0,NULL,0,0,Catherine Hamilton,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Robert Brauer,1063401412,NULL,NULL,2/1/2024 6:16,365417,,
Marquette Manor SNF,,CP,6803149,,Tammy Taschwer,Central Indiana,Amanda Lewis,NULL,SNF,Established,Green,1811970569,8140 TOWNSHIP LINE RD,Indianapolis,,Indiana,46260,"Marion County, IN",317-659-9817,317-524-6576,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,75,20,31,65,72,0,72,0,1,1,0,0,0,0,0,13,0,NULL,30,0,NULL,NULL,NULL,1484,PCC - integrated,Julienne Leyva,1972762516,"M, Tu, W, Th, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Lifecare,NULL,,,Alicia Taylor,tayloralicia@marquetterc.org,DON,NULL,NULL,NULL,Dee Collins,collinsdiana@marquetterc.org,Administrator,NULL,NULL,NULL,Jennifer Dixon,dixonjennifer@marquetterc.org,Other,NULL,NULL,NULL,Barrett Way,waybarrett@marquetterc.org,Executive Director,NULL,NULL,NULL,Caitlin Fosteson,fostesoncaitlin@marquetterc.org,DON,NULL,NULL,NULL,Shannon Hofman,hofmanshannon@marquetterc.org,Other,NULL,NULL,NULL,1484,3293,MARQUETTE,NULL,XXX,0,0,NULL,22,0,Chelsea Shoots,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,XXX,0,NULL,NULL,7/17/2023 15:00,155198,,
